#x_pos #P_tot_x #P_tot_y #P_tot_z #P_v2_x #P_v2_y #P_v2_z #P_obs_par_x #P_obs_par_y #P_obs_par_z #P_par_par_x #P_par_par_y #P_par_par_z #P_par_v2_x #P_par_v2_y #P_par_v2_z 
-9.750000000000000000e+01 1.638368750077997982e+00 1.368394692620383823e+00 1.360289018297610175e+00 8.426729635746067482e-01 7.979865222470887698e-01 7.960416886995811403e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.078788620066931686e-03 3.518251464168007867e-03 2.917128137300695721e-03 8.467517521946734682e-01 8.015047737112567239e-01 7.989588168368818577e-01
-9.500000000000000000e+01 2.134008591434186197e+00 1.708150519854138460e+00 1.639340059837249397e+00 8.614332365328480901e-01 8.283887008008639086e-01 8.251868565893645258e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.528823161009707658e-04 1.360394170513003253e-03 1.523054348456505435e-03 8.616861188489494117e-01 8.297490949713770547e-01 8.267099109378206467e-01
-9.250000000000000000e+01 2.911602558756686054e+00 2.102796815992509671e+00 2.106552878738916945e+00 8.961418327540009443e-01 8.579953507018348580e-01 8.555331407380084574e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.474266692762554967e-03 1.751532712972112210e-03 1.580051892700763422e-03 9.006160994467632408e-01 8.597468834148070949e-01 8.571131926307092863e-01
-9.000000000000000000e+01 4.055847706808232367e+00 2.838102757310843494e+00 2.858705690611987649e+00 9.275082095547787508e-01 8.843643509214791365e-01 8.884996497830930373e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.417052725650360430e-04 -2.160307762692620359e-04 1.182399313869292963e-03 9.272665042822140213e-01 8.841483201452099427e-01 8.896820490969623574e-01
-8.750000000000000000e+01 3.959522212529265506e+00 2.889105607397482345e+00 2.818813461283506960e+00 9.352726063285325964e-01 8.974415378730392634e-01 9.041539267535011470e-01 -4.787694780870815979e-06 -8.525333819237826839e-06 -5.422255262167694181e-06 6.119395887070471461e-03 4.750470035754114639e-03 6.374900941365768507e-03 9.413920022156025968e-01 9.021920079087935029e-01 9.105288276948664272e-01
-8.500000000000000000e+01 4.046763543793343132e+00 2.878638682313416908e+00 2.891552330762044765e+00 9.307516971402463035e-01 9.008215024795239723e-01 9.004729685404645467e-01 -9.944579335274632542e-05 -2.091706720087781036e-05 -5.819712744912076112e-05 3.064807158123303201e-03 3.916846065871862521e-03 5.031180011911218219e-03 9.338165042983690434e-01 9.047383485453959207e-01 9.055041485523755984e-01
-8.250000000000000000e+01 4.021872902063805988e+00 2.802364132594567625e+00 2.812395116172686560e+00 9.326172099201066601e-01 9.008962111997965705e-01 8.986567846269568616e-01 1.148825060784332882e-03 -1.427884379474098119e-03 2.355010320158529074e-04 3.195945117985092131e-03 3.509105102284604174e-03 1.011308330379666809e-03 9.358131550380913710e-01 9.044053163020810970e-01 8.996680929573362961e-01
-8.000000000000000000e+01 4.051587107965413104e+00 2.875728714337684622e+00 2.846959698981999409e+00 9.382230527967182487e-01 8.956322662410365343e-01 9.004020708792447314e-01 -9.699341459875151410e-05 2.477899514172561787e-05 -7.572746935522353911e-05 3.308306383878124174e-03 4.571614139882589772e-03 3.706887787694134167e-03 9.415313591805962723e-01 9.002038803809189194e-01 9.041089586669387446e-01
-7.750000000000000000e+01 4.030690224729611693e+00 2.907045234425867708e+00 2.856569357521264063e+00 9.368572200595789434e-01 8.963168710043440957e-01 8.978254331616207784e-01 -8.895576076569894992e-05 -3.741996672313455596e-05 -3.879624565932524477e-05 6.026756553351399724e-03 5.529349683713368283e-03 4.705262876637643539e-03 9.428839766129307742e-01 9.018462206880574206e-01 9.025306960382585286e-01
-7.500000000000000000e+01 4.053831613181128724e+00 2.868005243954042438e+00 2.811476891251651899e+00 9.355246645314940768e-01 8.986787098924500228e-01 8.999495251770417426e-01 -2.875483217092391218e-05 1.314015418991902285e-05 -1.192487974318512483e-05 6.464367802587418776e-03 3.753374464322939766e-03 4.142299905164853989e-03 9.419890323340815996e-01 9.024320843567729122e-01 9.040918250822069790e-01
